队名,队员号,出场次数,首发次数,上场时间,投篮命中率,投篮命中次数,投篮出手次数,三分命中率,三分命中次数,三分出手次数,罚球命中率,罚球命中次数,罚球出手次数,篮板总数,前场篮板,后场篮板,助攻,抢断,盖帽,失误,犯规,得分
10,5,51,34,19.4,43.500,3.5,8,39.300,1.6,4.1,85.300,1.3,1.5,2,0.4,1.7,1,0.9,0.3,0.9,2,9.9
10,6,80,31,28.2,41.000,3.6,8.7,34.100,0.8,2.3,83.900,1.6,1.9,2.8,0.3,2.5,4.1,0.7,0.3,1.7,1.7,9.5
10,7,24,19,20,41.900,3.5,8.5,,0,0,76.200,1.3,1.8,5.3,2,3.3,1.1,0.3,1.2,1.3,1.2,8.4
10,8,65,29,27.7,49.500,3.5,7.1,0.000,0,0.1,68.100,1.4,2.1,9.7,2.9,6.8,2.2,1.1,0.6,1.1,2.5,8.4
10,9,70,9,15,53.800,2.2,4.1,0.000,0,0,71.900,1.2,1.7,4,1.5,2.6,0.5,0.3,0.5,0.9,2,5.7
10,10,45,17,15.5,37.500,2,5.3,34.500,0.9,2.6,58.300,0.3,0.5,2.8,0.4,2.4,0.4,0.4,0.4,0.7,1.4,5.2
10,11,72,4,17.7,41.200,1.7,4.1,36.800,0.8,2.2,79.200,0.5,0.7,1.7,0.4,1.3,2.6,0.5,0.1,0.8,1.7,4.7
10,12,52,0,12.8,35.600,1.5,4.3,24.500,0.3,1,63.800,0.8,1.3,3,0.9,2,0.3,0.4,0.2,0.9,1.8,4.2
10,13,65,24,15.7,41.500,1.5,3.6,32.800,0.3,0.9,70.500,0.7,0.9,2.3,0.5,1.8,0.7,0.6,0.2,0.7,1.5,4
10,14,1,0,9,33.300,1,3,100.000,1,1,,0,0,1,0,1,0,2,0,0,0,3
10,15,7,0,5.4,50.000,1,2,40.000,0.3,0.7,75.000,0.4,0.6,0.9,0.1,0.7,0.6,0,0,0.6,0.6,2.7
10,16,20,0,8.5,40.000,0.9,2.3,,0,0,57.100,0.4,0.7,2.8,1.1,1.7,0.3,0.3,0.4,0.4,1.6,2.2
10,17,22,1,7.1,34.300,0.5,1.6,21.100,0.2,0.9,90.000,0.4,0.5,0.7,0,0.7,0.3,0.1,0,0.5,1,1.7
10,18,2,0,5.5,33.300,0.5,1.5,,0,0,,0,0,1,0.5,0.5,0,0,0,0.5,0.5,1
10,19,2,0,3.5,0.000,0,2,0.000,0,1,50.000,0.5,1,0,0,0,0.5,0.5,0,0,0,0.5
10,20,2,0,2.5,0.000,0,0.5,,0,0,,0,0,0.5,0,0.5,0,0,0,0,0,0
11,0,69,69,36.1,48.800,9,18.5,35.400,1.7,4.9,71.000,5.4,7.7,6,0.7,5.3,7.4,1.6,0.7,3.9,2,25.3
11,1,75,75,36.4,46.800,7.7,16.5,41.500,2.1,5,86.300,4.2,4.9,3.2,0.7,2.4,5.2,1.5,0.3,2.5,1.9,21.7
11,2,75,75,33.7,43.400,5.5,12.7,36.700,1.9,5.2,80.400,3.4,4.3,9.7,1.9,7.9,2.2,0.7,0.5,1.6,1.9,16.4
11,3,46,45,31.8,42.500,4.7,11,39.000,2.8,7.3,81.800,0.6,0.7,3.5,0.6,2.9,2.5,1.4,0.4,1.1,2.6,12.7
11,4,46,45,25,59.000,4.3,7.3,,0,0,70.800,2,2.8,6.9,2.4,4.5,0.8,0.4,1.2,1.5,2.5,10.6
11,5,33,3,23.8,40.400,4.2,10.4,25.600,0.7,2.6,78.300,1.4,1.8,1.7,0.4,1.4,2.2,1.3,0.3,1.5,1.8,10.5
11,6,26,26,24.5,55.500,4.3,7.7,0.000,0,0.1,73.300,1.3,1.7,6.5,2.2,4.3,1.3,0.7,0.6,1.3,2.2,9.8
11,7,82,15,26.8,54.700,3.3,6,,0,0,64.100,1.9,3,8,3.3,4.7,0.5,0.4,0.7,1,2.3,8.5
11,8,38,1,24.2,41.000,2.8,6.7,33.800,1.2,3.4,66.700,0.5,0.7,3.8,0.9,2.9,1.5,1.3,0.3,1.3,1.9,7.2
11,9,57,24,19.3,44.600,2.1,4.7,26.100,0.2,0.8,76.500,0.5,0.6,3.5,1.1,2.4,0.9,0.5,0.5,0.6,1,4.8
11,10,67,13,20.6,36.200,1.7,4.6,40.700,1,2.5,76.300,0.4,0.6,1.9,0.6,1.3,3,0.4,0,0.9,2.3,4.8
11,11,57,2,11.7,36.800,1.3,3.5,36.000,1.1,3.1,84.800,0.7,0.8,1.1,0.2,0.9,0.4,0.2,0.1,0.2,1.2,4.4
11,12,51,1,9.6,40.000,0.9,2.4,36.900,0.6,1.6,60.000,0.2,0.3,0.8,0.1,0.7,0.5,0.1,0,0.5,1.2,2.7
11,13,18,0,9.3,48.800,1.1,2.3,,0,0,50.000,0.2,0.4,2.3,0.6,1.7,0.4,0.1,0.2,1.2,1.5,2.4
11,14,52,15,13.5,32.500,0.7,2.2,32.700,0.6,1.9,75.000,0.1,0.1,1.8,0.1,1.7,0.9,0.3,0.1,0.4,1.4,2.1
11,15,11,0,8,26.500,0.8,3.1,0.000,0,1,66.700,0.4,0.5,1.4,0.4,1,1.2,0.3,0,0.3,0.1,2
11,16,8,0,8.8,26.300,0.6,2.4,22.200,0.3,1.1,50.000,0.4,0.8,0.6,0.1,0.5,1,0.8,0.1,0.5,1.3,1.9
11,17,22,1,5.5,46.700,0.6,1.4,,0,0,53.800,0.3,0.6,1.3,0.3,1,0.1,0.1,0.5,0.5,0.8,1.6
11,18,12,0,6.6,33.300,0.3,1,,0,0,60.000,0.3,0.4,1.7,0.4,1.3,0.4,0.1,0,0.4,0.9,0.9
11,19,5,0,2.8,25.000,0.2,0.8,,0,0,100.000,0.4,0.4,0.2,0.2,0,0.2,0,0,0,0.2,0.8
12,0,76,76,35.7,52.000,9.7,18.6,30.900,1.1,3.7,73.100,4.7,6.5,7.4,1.5,6,6.8,1.4,0.6,3.3,1.9,25.3
12,1,53,53,31.4,44.800,7.4,16.6,32.100,1.6,4.9,88.500,3.2,3.6,3,0.8,2.1,4.7,1.1,0.3,2.3,2,19.6
12,2,77,77,31.5,41.900,5.3,12.7,36.000,2.1,5.7,82.200,3.4,4.1,9.9,1.9,8,2.4,0.8,0.5,1.8,2.1,16
12,3,1,0,42,42.900,6,14,50.000,1,2,,0,0,5,1,4,2,1,2,0,6,13
12,4,77,77,30.7,41.500,4.6,11,40.000,2.6,6.6,63.400,0.6,0.9,2.8,0.6,2.3,1.7,1.1,0.3,0.8,2.6,12.4
12,5,41,14,18.2,43.700,3.2,7.4,35.300,0.9,2.5,90.500,0.9,1,1.8,0.1,1.6,2.4,0.3,0.1,1.4,1.5,8.2
12,6,82,34,27.7,58.800,3,5.1,,0,0,61.600,1.8,3,9,3.3,5.7,0.8,0.5,0.6,0.7,2.5,7.8
12,7,26,3,17.1,44.100,2.7,6.2,37.700,1.7,4.4,78.600,0.4,0.5,3.6,0.5,3.1,1,0.3,0.3,0.5,2.2,7.5
12,8,76,14,24.6,40.500,2.7,6.7,41.000,1.3,3.1,86.400,0.8,0.9,2.1,0.4,1.7,4.4,0.6,0.1,1.5,2.3,7.5
12,9,76,48,17.5,56.500,2.7,4.7,14.300,0,0.1,71.600,0.9,1.3,4.4,1.4,3,0.4,0.3,0.8,0.9,2.1,6.3
12,10,54,5,24.4,37.400,2.1,5.6,29.500,0.8,2.7,78.400,0.7,0.9,3.8,0.6,3.2,1.7,1,0.4,1.1,2.2,5.8
12,11,74,5,17.9,45.800,1.9,4.2,38.200,0.9,2.3,66.700,0.8,1.2,1.7,0.2,1.5,0.8,0.4,0.2,0.6,1.7,5.5
12,12,15,1,7.5,44.200,1.5,3.5,63.600,0.5,0.7,69.200,0.6,0.9,0.8,0.1,0.7,1,0,0.1,0.6,0.7,4.1
12,13,48,0,9.7,40.800,1.2,3,39.400,0.9,2.2,80.800,0.4,0.5,1,0.2,0.9,0.3,0.2,0.2,0.3,1,3.7
12,14,40,3,8.9,35.200,0.8,2.3,31.300,0.3,0.8,62.500,0.8,1.2,0.7,0.1,0.7,0.5,0.3,0.1,0.5,0.9,2.6
12,15,31,0,10,42.100,1,2.5,0.000,0,0,76.200,0.5,0.7,2.9,0.8,2.2,0.6,0.4,0.2,0.5,1.1,2.6
12,16,25,0,3.8,52.900,0.4,0.7,,0,0,45.500,0.2,0.4,1,0.5,0.6,0.1,0.2,0.2,0.3,0.4,0.9
12,17,5,0,3,25.000,0.2,0.8,25.000,0.2,0.8,,0,0,0.6,0,0.6,0.4,0,0,0.2,0.2,0.6
13,0,74,74,37.8,54.800,9.9,18.2,36.300,1.7,4.6,67.400,4.8,7.2,8.6,1.3,7.3,8.7,1.2,0.6,4.1,1.8,26.4
13,1,72,72,35.1,47.300,9.3,19.7,40.100,2.5,6.1,90.500,4.1,4.6,3.2,0.7,2.5,5.8,1.2,0.3,2.5,2.2,25.2
13,2,60,60,31.5,42.700,6.2,14.5,37.300,2.4,6.5,87.100,4.3,4.9,11.1,2.5,8.6,1.9,0.9,0.4,2,2.1,19
13,3,35,1,24.5,48.700,3.7,7.7,48.500,2.8,5.7,93.300,0.4,0.4,2.8,0.2,2.6,1,0.3,0.2,0.8,1.7,10.7
13,4,74,15,18.9,45.800,3.2,7,40.900,1.9,4.5,85.100,0.9,1,3.9,0.5,3.4,0.6,0.4,0.5,0.7,1.9,9.1
13,5,1,0,12,37.500,3,8,0.000,0,2,75.000,3,4,2,1,1,1,0,0,1,1,9
13,6,41,35,29,34.600,3,8.7,35.100,2.3,6.6,66.700,0.2,0.4,2.8,0.4,2.3,1.5,1,0.3,0.6,1.9,8.6
13,7,78,78,30,60.000,3.4,5.6,0.000,0,0,49.800,1.4,2.7,9.2,3.7,5.5,1,0.5,1.1,0.8,2.3,8.1
13,8,76,31,25.5,41.100,2.6,6.4,36.000,1.2,3.4,78.900,0.9,1.2,2.9,0.5,2.4,1.4,0.8,0.4,1,2,7.5
13,9,24,4,20.3,46.300,2.8,6.1,41.500,0.9,2.2,84.000,0.9,1,1.9,0,1.8,3.6,0.3,0.3,1.7,1.8,7.5
13,10,25,0,17.1,50.500,2.2,4.3,40.400,0.8,2.1,69.200,1.1,1.6,2.3,0.1,2.2,0.6,0.2,0.1,0.6,1.1,6.2
13,11,1,0,24,75.000,3,4,,0,0,0.000,0,1,10,4,6,1,0,6,2,3,6
13,12,79,13,20.5,44.600,1.9,4.3,33.300,0.8,2.4,74.100,1,1.4,2.6,0.4,2.2,1,0.3,0.1,0.7,1.9,5.7
13,13,23,2,15.9,40.000,1.6,3.9,35.100,0.9,2.5,73.700,0.6,0.8,2,0.2,1.8,0.9,0.3,0.1,0.6,1.4,4.6
13,14,37,4,10.4,38.700,1.6,4.1,35.300,0.5,1.4,79.400,0.7,0.9,1.1,0.2,0.9,0.5,0.2,0.2,0.4,0.8,4.4
13,15,42,0,9.2,39.200,1.5,3.8,31.800,0.2,0.5,71.400,0.8,1.2,1,0.1,0.9,1.4,0.4,0.2,0.7,0.9,4
13,16,48,2,7.9,47.800,0.9,1.9,47.000,0.6,1.4,65.000,0.3,0.4,0.8,0.1,0.7,0.3,0.1,0.2,0.2,0.8,2.8
13,17,61,19,12.3,38.200,0.9,2.2,37.800,0.3,0.7,62.200,0.4,0.6,1.7,0.3,1.4,0.9,0.7,0.2,0.7,1.3,2.4
13,18,12,0,9.6,40.900,0.8,1.8,0.000,0,0.3,71.400,0.8,1.2,2.6,0.8,1.8,0.4,0.4,0.6,0.4,1.7,2.3
13,19,5,0,2.4,25.000,0.2,0.8,,0,0,100.000,0.4,0.4,0.8,0.6,0.2,0,0.2,0.2,0.4,1,0.8
13,20,1,0,1,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,2,0
14,0,70,54,31.2,43.900,5.2,11.8,28.900,0.4,1.3,86.600,4.7,5.4,3.1,1,2.1,5.2,1.1,0.1,2.2,2.5,15.5
14,1,55,39,27.2,42.900,5.2,12.2,38.200,1,2.6,84.900,2.7,3.1,2.3,0.4,1.9,3.1,0.7,0.1,1.6,1.7,14.1
14,2,78,78,32.8,47.300,6.1,12.8,34.700,0.4,1.3,70.200,1.5,2.2,4.2,1,3.2,2.8,0.4,0.5,1.1,1.2,14.1
14,3,82,27,26,44.000,4.1,9.4,40.200,1.3,3.2,85.000,1.7,2,2.4,0.5,1.9,2.1,0.6,0.2,1.7,2.2,11.2
14,4,76,11,21.9,44.200,4.1,9.3,38.700,1.6,4.3,76.700,1.2,1.5,3.9,0.7,3.2,0.6,0.6,0.6,0.9,2.3,11.1
14,5,80,48,27.8,55.100,3.8,6.9,0.000,0,0,62.200,1.8,2.9,7.5,3.1,4.4,1.3,1.2,0.6,1,2.5,9.4
14,6,72,39,23.4,44.200,3.2,7.1,34.100,0.4,1.2,69.800,1.3,1.8,3.5,0.7,2.8,3.5,0.9,0.5,1.4,1.4,8
14,7,61,5,18.4,44.800,3,6.7,32.000,0.3,0.8,83.600,1.7,2,1.2,0.2,1,3.2,0.9,0.1,1.4,1.9,7.9
14,8,72,16,20.1,41.000,2.7,6.5,40.100,1,2.4,75.900,1.1,1.5,3.8,0.9,2.9,1.1,0.5,0.5,0.8,2.3,7.5
14,9,57,29,17.5,58.100,3.3,5.6,0.000,0,0,56.200,0.9,1.6,4.8,1.7,3.1,0.8,0.5,0.3,0.8,2.5,7.4
14,10,57,14,16.3,49.200,1.6,3.3,,0,0,51.500,0.9,1.7,3,1.2,1.9,0.3,0.4,0.4,0.8,1.6,4.2
14,11,22,1,9,40.600,1.3,3.1,42.900,0.4,1,45.000,0.4,0.9,0.5,0.1,0.5,0.1,0.1,0,0.6,1,3.4
14,12,54,49,22.9,45.000,1.2,2.8,50.000,0,0,33.300,0.4,1.1,6.5,2.4,4.1,1.3,1,1,0.8,1.5,2.9
15,0,66,66,31.5,52.100,6.2,11.8,0.000,0,0,73.900,3,4.1,9.7,3.6,6,2.3,1.3,0.7,2.4,2.7,15.4
15,1,55,48,29.9,42.900,4.7,10.9,31.700,0.6,1.9,83.400,4.9,5.8,2.6,0.7,1.9,3.8,0.8,0.2,1.9,2.3,14.8
15,2,66,60,32.2,41.500,4.8,11.7,38.000,1.6,4.2,75.900,1.6,2.1,3.2,0.5,2.7,3.8,0.7,0.2,2.6,2.3,12.8
15,3,63,63,33.2,42.100,5.3,12.7,35.600,0.6,1.7,77.400,1.4,1.8,4.5,1.1,3.3,2.4,0.4,0.5,1.2,1.2,12.7
15,4,52,21,26.9,44.200,4.5,10.2,42.900,1.2,2.8,86.000,2.3,2.6,2.3,0.3,2.1,2.4,0.7,0.2,2.2,2.2,12.5
15,5,64,13,22.9,46.800,3.3,7.1,30.200,0.5,1.7,80.600,1.6,1.9,4.8,1.5,3.3,0.7,0.6,0.3,1,2.5,8.7
15,6,13,0,13.8,38.500,2.7,7,33.300,1.2,3.5,85.700,0.5,0.5,3.7,0.7,3,0.5,0.5,0.4,0.5,1.9,7
15,7,65,42,22.6,47.800,2.8,5.9,0.000,0,0,54.700,0.9,1.6,5.1,1.9,3.2,0.6,0.5,0.8,1.1,2.3,6.5
15,8,36,0,14.3,38.100,2.1,5.4,24.100,0.2,0.8,76.600,1.4,1.8,1.6,0.3,1.3,1.8,0.6,0.1,1.5,1.7,5.7
15,9,41,4,14.7,32.200,1.8,5.5,21.000,0.3,1.5,81.400,0.9,1,2.2,0.3,1.9,0.8,0.5,0.5,1,1.5,4.7
15,10,60,2,15.4,39.400,1.3,3.2,30.400,0.1,0.4,63.000,0.6,0.9,1.7,0.4,1.3,0.7,0.5,0.2,0.5,1.4,3.2
15,11,28,0,12.8,34.400,1.2,3.4,30.800,0.1,0.5,63.600,0.5,0.8,0.9,0.3,0.7,2.1,0.6,0,1.2,1,3
15,12,23,0,5.9,54.300,0.8,1.5,,0,0,57.100,0.3,0.6,1.5,0.6,0.9,0.2,0.2,0.2,0.1,0.4,2
15,13,62,11,15.8,39.500,0.5,1.4,25.000,0,0.1,34.000,0.3,0.8,4.3,1.3,3,0.7,0.8,0.8,0.5,1,1.4
16,0,81,81,33.2,48.600,6.3,13.1,0.000,0,0,68.900,3.3,4.8,9.6,2.9,6.7,3.5,1.3,0.7,2.9,2.3,16
16,1,75,75,31.5,40.700,4.8,11.7,36.700,1.6,4.4,73.300,2.2,3,3.3,0.7,2.6,4,0.8,0.1,2.7,2.1,13.3
16,2,45,45,32.4,44.400,4.8,10.8,43.400,0.5,1.2,79.600,1.6,2.1,4.6,1,3.7,2.5,0.5,0.3,1.2,1,11.7
16,3,28,28,31.7,52.700,4.5,8.5,52.000,1.8,3.5,89.300,0.9,1,2.5,0.2,2.3,6.6,1.1,0.1,1.8,1.5,11.6
16,4,76,24,28.5,40.600,4,9.8,30.200,0.7,2.4,78.300,2.8,3.6,2.8,0.6,2.2,3.6,0.7,0.2,1.8,1.7,11.5
16,5,65,0,18.7,46.900,3.9,8.3,31.600,0.4,1.2,80.900,1.6,2,1.5,0.4,1.1,3.6,0.7,0.1,1.9,2,9.8
16,6,82,74,28,42.800,3.4,7.8,35.000,0.9,2.4,80.600,1.2,1.5,4,1.3,2.7,0.9,0.7,0.5,1.2,2.6,8.8
16,7,60,10,20.7,60.800,3.5,5.7,50.000,0,0,37.100,1,2.7,7.6,2.8,4.8,0.5,1,1.6,1,2.4,7.9
16,8,49,2,18.2,44.900,2.9,6.4,30.100,0.5,1.7,77.300,1.4,1.8,3.8,1.4,2.4,0.9,0.8,0.2,0.9,1.8,7.7
16,9,72,71,24.9,44.600,2.8,6.3,,0,0,62.100,1.3,2,5.7,1.9,3.8,0.8,0.4,1.3,1.1,2.4,6.9
16,10,69,0,15.9,37.700,2.5,6.7,34.700,1.3,3.8,55.100,0.4,0.7,3.5,0.7,2.8,0.8,0.4,0.6,0.6,1.4,6.8
16,11,27,0,17.7,44.000,2.3,5.2,31.100,0.5,1.7,84.400,1,1.2,1.9,0.1,1.7,1,0.6,0.1,0.4,2,6.1
16,12,18,0,14.2,35.500,1.5,4.2,23.800,0.3,1.2,75.000,2,2.7,1.4,0.3,1.1,1.1,0.3,0.1,0.9,2.3,5.3
16,13,24,0,14.5,44.300,1.8,4,52.500,0.9,1.7,83.300,0.6,0.8,2.6,0.4,2.2,0.9,0.2,0.3,0.5,1.8,5.1
16,14,25,0,8.8,71.700,1.3,1.8,,0,0,29.700,0.4,1.5,1.8,1,0.8,0.4,0.2,0.4,0.6,1.3,3.1
16,15,41,0,10,37.500,1,2.7,28.000,0.3,1.2,72.400,0.5,0.7,0.9,0.2,0.7,0.6,0.4,0.1,0.5,1.1,2.9
17,0,77,76,35.5,41.900,6.7,16,26.400,0.9,3.4,53.200,2.1,3.9,6.8,1.3,5.4,3.3,1.4,1.4,2.6,2.6,16.4
17,1,80,79,34.1,37.300,5.3,14.2,33.700,1.9,5.7,75.100,3,4,3.1,0.7,2.3,7.6,1.3,0.1,2.7,2,15.5
17,2,82,82,32.8,49.700,6.1,12.4,0.000,0,0,65.700,2.9,4.5,9.3,3.1,6.1,2.1,1.1,0.6,2,2.5,15.2
17,3,73,5,26.7,43.600,5.1,11.7,27.300,0.3,1.2,83.600,3.3,4,2.3,0.5,1.8,2.1,0.7,0.1,1.7,1.8,13.9
17,4,81,81,32.3,62.300,5.9,9.5,0.000,0,0,41.800,1.7,4,13.2,5.4,7.8,0.4,1.2,1.6,1.4,3.4,13.5
17,5,82,36,28.5,44.700,3.3,7.3,38.200,1.1,3,82.600,1.9,2.2,3.7,1.4,2.3,0.9,0.7,0.5,1,2.6,9.6
17,6,56,3,18.8,42.800,3.3,7.7,32.300,0.4,1.1,80.200,1.7,2.2,1.8,0.4,1.3,3.9,0.7,0.1,1.8,2.2,8.7
17,7,80,41,19.8,39.600,2.3,5.8,31.900,0.7,2.3,77.000,0.6,0.8,2,0.5,1.5,0.7,0.9,0.2,0.4,1.8,5.9
17,8,20,0,9,38.000,1.8,4.6,25.000,0.7,2.8,57.100,0.4,0.7,1.7,0.3,1.4,0.3,0.2,0.3,0.4,0.8,4.6
17,9,64,0,11.6,47.100,1.5,3.3,41.900,0.5,1.2,72.900,0.7,0.9,2.7,0.8,1.9,0.6,0.3,0.1,0.7,1.3,4.2
17,10,19,7,16.3,30.400,1.3,4.2,29.200,0.7,2.5,83.300,0.5,0.6,1.5,0.2,1.3,2.2,0.4,0.1,1.3,1.3,3.8
17,11,32,0,9.8,46.300,1.2,2.6,38.700,0.4,1,71.400,0.2,0.2,2.4,0.9,1.4,0.5,0.2,0.5,0.3,1.4,2.9
17,12,34,0,6.9,35.100,1,2.9,17.900,0.2,1.1,80.000,0.2,0.3,1.4,0.4,0.9,0.3,0.2,0,0.3,0.6,2.4
17,13,24,0,9.3,31.600,0.8,2.4,28.000,0.3,1,73.300,0.5,0.6,0.6,0.1,0.5,1.4,0.4,0,0.8,1.1,2.3
17,14,21,0,3.8,41.700,0.2,0.6,100.000,0,0,57.900,0.5,0.9,1.2,0.7,0.5,0.1,0.3,0.1,0.2,0.4,1
18,0,27,27,32.3,43.600,6.8,15.6,33.700,1,3.1,79.600,3,3.8,4.7,1,3.6,9.2,0.7,0.1,3.5,2.7,17.6
18,1,69,57,31,49.600,6.1,12.4,,0,0,75.000,3.7,4.9,10.2,3.3,6.9,2.1,1.1,0.5,2.2,2.1,15.9
18,2,41,41,28.6,40.100,5.3,13.2,36.000,1.9,5.1,83.900,2.9,3.5,2.5,0.5,2,6.6,1.1,0.1,2.2,1.6,15.4
18,3,82,82,30.5,51.400,6,11.7,0.000,0,0,38.900,1.7,4.5,13.5,5.3,8.1,0.7,0.9,1.9,1.5,3.5,13.8
18,4,28,28,32.1,39.100,5.5,14,24.300,0.3,1.3,46.800,1.9,4,7.2,1.9,5.4,4.7,1.3,1.7,2.6,2.9,13.1
18,5,82,82,31.6,40.100,4.8,11.9,34.500,1.9,5.4,69.600,1.3,1.9,3.1,0.6,2.5,1.3,1.1,0.2,1.1,2,12.7
18,6,60,0,24.4,41.600,3.7,8.9,34.900,1.2,3.5,90.600,2.4,2.7,1.7,0.2,1.5,1.3,1,0.1,1,1.3,11.1
18,7,54,13,23.8,41.000,3.5,8.5,32.700,0.9,2.8,87.000,2.7,3.1,1.9,0.2,1.6,4.9,0.6,0,2,1.1,10.6
18,8,52,11,22.3,42.300,2.6,6.1,36.000,1.6,4.4,79.400,1,1.2,3.7,0.9,2.8,0.9,0.4,0.3,0.8,2.3,7.7
18,9,23,7,24.8,43.100,3,7,42.300,0.5,1.1,65.500,0.8,1.3,4.2,1.1,3.1,1.7,0.7,0.3,0.7,1.1,7.3
18,10,54,40,23.8,40.000,2.6,6.5,40.600,1.4,3.5,80.600,0.5,0.7,2.6,0.4,2.1,1.2,0.6,0.3,0.8,1.8,7.1
18,11,78,21,20.8,40.700,2.1,5.1,37.900,1.1,2.8,90.200,0.7,0.8,2.5,0.3,2.2,1,0.6,0.1,0.6,1.5,5.9
18,12,46,0,15.3,46.000,2,4.3,36.800,0.6,1.7,86.100,0.7,0.8,3.1,1,2.1,0.9,0.6,0.2,0.6,1.7,5.2
18,13,21,0,13,40.400,2,5,31.000,0.4,1.4,100.000,0.2,0.2,0.8,0.2,0.6,2.9,0.4,0,0.8,0.9,4.7
18,14,34,1,13.5,30.200,1.5,5,18.500,0.4,1.9,91.200,0.9,1,1.4,0.1,1.3,3.1,0.6,0.2,1,1.6,4.3
18,15,3,0,6,41.700,1.7,4,25.000,0.3,1.3,,0,0,1.3,0.3,1,0.7,0.3,0,0.7,0.3,3.7
18,16,4,0,14.5,25.000,1.3,5,18.200,0.5,2.8,,0,0,2,0.5,1.5,1.3,0.3,0.5,0.5,1.3,3
18,17,19,0,8.6,31.700,1,3.2,15.400,0.2,1.4,100.000,0.4,0.4,1.4,0.5,0.9,0.4,0.2,0.2,0.4,1,2.6
18,18,49,0,8.3,58.100,0.7,1.3,,0,0,68.200,0.3,0.4,1.9,0.7,1.2,0.1,0.2,1,0.2,1.1,1.8
18,19,23,0,8.7,28.300,0.7,2.3,18.200,0.3,1.4,,0,0,0.9,0,0.9,0.5,0.1,0,0.2,0.9,1.6
19,0,79,79,30.7,43.400,6.8,15.7,35.300,1.5,4.2,86.400,3.7,4.3,3.2,0.7,2.5,6.2,0.7,0.1,2.8,2.4,18.8
19,1,27,25,33.4,47.700,6.1,12.9,37.500,1.2,3.3,91.100,3,3.3,6.2,0.9,5.3,2.6,0.7,0.4,1.1,2.3,16.6
19,2,81,81,32.9,52.100,6.8,13.1,33.300,0,0.1,35.500,2.6,7.2,14.8,4.9,9.9,0.8,1.5,1.4,1.9,3,16.2
19,3,76,76,36.7,42.000,5.3,12.6,30.900,1.5,4.9,81.100,2.4,3,3.7,0.9,2.8,1.8,1.4,0.2,1.4,2.2,14.5
19,4,80,80,35.7,43.400,5.1,11.8,36.200,1.4,3.7,74.900,2.5,3.4,5.1,1.1,3.9,2.5,0.8,0.3,1.8,2.1,14.1
19,5,52,52,27.6,42.500,4.2,9.8,36.300,1.5,4.1,72.500,1.5,2.1,5.4,1.9,3.5,1.1,0.7,0.5,1.1,2.3,11.3
19,6,73,6,23.1,37.500,3.1,8.2,30.700,0.9,2.8,78.400,1.1,1.4,4.2,0.8,3.4,1.6,0.8,0.2,1.6,2.4,8.1
19,7,3,0,14.7,35.000,2.3,6.7,44.400,1.3,3,100.000,1.3,1.3,1.7,0.3,1.3,1,0,0,0.3,0.7,7.3
19,8,23,1,18.1,37.100,2.3,6.2,31.200,1,3.3,71.100,1.2,1.7,2,0.2,1.8,3,0.5,0.1,1,1,6.8
19,9,81,1,15.3,50.500,2.4,4.7,0.000,0,0,76.400,1.6,2,4.7,1.7,3,0.6,0.3,0.6,0.8,1.9,6.3
19,10,72,5,18.6,38.600,1.8,4.6,36.000,1.4,3.8,61.700,0.4,0.7,3.2,0.5,2.6,0.7,0.4,0.2,0.4,1.2,5.3
19,11,12,0,13.3,35.200,1.6,4.5,10.000,0.1,0.8,57.600,1.6,2.8,1.4,0.3,1.1,1.8,0.3,0,0.6,1.7,4.8
19,12,58,2,17,38.800,1.6,4.1,34.400,0.9,2.6,80.000,0.3,0.3,1.5,0.2,1.4,3.4,0.4,0.1,1.4,1.2,4.4
19,13,38,2,10.1,39.700,1.4,3.4,38.000,0.5,1.3,72.500,0.8,1.1,1.2,0.1,1.1,0.7,0.2,0,0.5,0.7,4
19,14,37,0,11.5,43.900,1.2,2.6,41.500,0.6,1.4,93.300,0.4,0.4,1.8,0.4,1.5,0.7,0.3,0.1,0.2,0.8,3.3
19,15,5,0,7,40.000,0.8,2,44.400,0.8,1.8,50.000,0.2,0.4,0.2,0,0.2,0,0.2,0,0.4,0.6,2.6
19,16,19,0,5,60.000,0.3,0.5,,0,0,75.000,0.3,0.4,1.1,0.4,0.7,0.1,0.1,0.6,0.1,0.8,0.9
20,0,82,48,31.3,48.100,6.2,13,34.700,1.3,3.8,84.100,2.3,2.8,5.1,0.8,4.3,1.7,0.7,0.5,1.2,1.6,16.1
20,1,52,50,27.4,41.900,5.5,13,35.900,1.3,3.5,86.800,2.3,2.6,2.2,0.4,1.8,5.2,0.7,0.1,2.2,2.5,14.5
20,2,79,79,32.5,41.800,5.3,12.7,33.100,1.5,4.5,78.400,1.8,2.3,4.6,1,3.7,2,0.7,0.3,1.1,2.1,14
20,3,76,75,33.3,39.900,4.9,12.2,35.000,2,5.8,83.200,2,2.4,3.3,0.7,2.5,2.5,1.2,0.2,1.1,1.6,13.8
20,4,81,81,29.7,53.000,6,11.2,28.600,0,0.1,38.600,1.7,4.4,13.8,4.3,9.5,1.1,1.5,1.1,1.9,2.9,13.6
20,5,75,34,25.9,48.000,4.1,8.6,29.300,0.7,2.2,86.700,1.3,1.5,5.4,1.4,4,1.5,0.4,0.3,0.9,1.9,10.2
